a,0.0,0.0,0.0
ad,1.0,1.0,2.0
aj,1.4142135623730951,1.4142135623730951,2.8284271247461903
adj,3.23606797749979,1.4142135623730951,4.650281539872885
ajd,3.6502815398728847,1.0,4.650281539872885
ag,4.123105625617661,4.123105625617661,8.246211251235321
ah,4.242640687119285,4.242640687119285,8.48528137423857
ajh,4.242640687119286,4.242640687119285,8.485281374238571
ahj,7.0710678118654755,1.4142135623730951,8.485281374238571
ajg,4.414213562373095,4.123105625617661,8.537319187990756
agj,7.123105625617661,1.4142135623730951,8.537319187990756
agd,9.222125139210444,1.0,10.222125139210444
adg,6.0990195135927845,4.123105625617661,10.222125139210444
ahd,9.242640687119284,1.0,10.242640687119284
adh,6.0,4.242640687119285,10.242640687119284
ajhd,9.242640687119286,1.0,10.242640687119286
adhj,8.82842712474619,1.4142135623730951,10.242640687119286
adjh,6.06449510224598,4.242640687119285,10.307135789365265
ahjd,9.307135789365265,1.0,10.307135789365265
agjd,9.359173603117451,1.0,10.359173603117451
adjg,6.23606797749979,4.123105625617661,10.359173603117451
ajgd,9.513233075965879,1.0,10.513233075965879
adgj,9.099019513592784,1.4142135623730951,10.51323307596588
agh,6.35917360311745,4.242640687119285,10.601814290236735
ahg,6.478708664619075,4.123105625617661,10.601814290236735
ajhg,6.4787086646190755,4.123105625617661,10.601814290236735
aghj,9.187600727863641,1.4142135623730951,10.601814290236737
ajgh,6.650281539872885,4.242640687119285,10.89292222699217
ahgj,9.478708664619074,1.4142135623730951,10.89292222699217
aghd,11.359173603117451,1.0,12.359173603117451
adhg,8.23606797749979,4.123105625617661,12.359173603117451
adjhg,8.30056307974577,4.123105625617661,12.42366870536343
aghjd,11.423668705363431,1.0,12.423668705363431
ajhgd,11.57772817821186,1.0,12.57772817821186
ahgd,11.57772817821186,1.0,12.57772817821186
adgh,8.335087491092574,4.242640687119285,12.57772817821186
adghj,11.163514615838764,1.4142135623730951,12.57772817821186
adhgj,11.23606797749979,1.4142135623730951,12.650281539872886
ajghd,11.650281539872886,1.0,12.650281539872886
ahgjd,11.714776642118863,1.0,12.714776642118863
adjgh,8.47213595499958,4.242640687119285,12.714776642118863
ajdg,8.749301053465668,4.123105625617661,12.87240667908333
agdj,11.458193116710234,1.4142135623730951,12.87240667908333
ajdh,8.650281539872886,4.242640687119285,12.89292222699217
ahdj,11.478708664619074,1.4142135623730951,12.89292222699217
agjh,9.951532750363851,4.242640687119285,14.194173437483137
ahjg,10.071067811865476,4.123105625617661,14.194173437483137
aghdj,13.595241580617241,1.4142135623730951,15.009455142990337
ajdhg,10.886349517372675,4.123105625617661,15.009455142990337
ajdgh,10.985369030965458,4.242640687119285,15.228009718084742
ahgdj,13.81379615571165,1.4142135623730951,15.228009718084746
adhjg,11.82842712474619,4.123105625617661,15.95153275036385
agjhd,14.951532750363851,1.0,15.951532750363851
ai,8.06225774829855,8.06225774829855,16.1245154965971
adgjh,11.927446638338974,4.242640687119285,16.170087325458258
ahjgd,15.17008732545826,1.0,16.17008732545826
agi,8.123105625617661,8.06225774829855,16.18536337391621
aig,12.06225774829855,4.123105625617661,16.18536337391621
ajgi,8.414213562373096,8.06225774829855,16.476471310671645
aij,15.06225774829855,1.4142135623730951,16.476471310671645
aigj,15.06225774829855,1.4142135623730951,16.476471310671645
aji,8.414213562373096,8.06225774829855,16.476471310671645
agij,15.123105625617661,1.4142135623730951,16.537319187990757
ajig,12.414213562373096,4.123105625617661,16.537319187990757
af,8.54400374531753,8.54400374531753,17.08800749063506
adf,8.615773105863909,8.54400374531753,17.15977685118144
afd,16.15977685118144,1.0,17.15977685118144
aih,13.447422555433054,4.242640687119285,17.690063242552338
